,author,home_url,helpful,funny,appraise,played_hour,post_month,post_day,games,reply,image,review
63,sorrow,https://steamcommunity.com/id/adeacon48/,212,,1,41.2,February,12,60,0,1,"In my opinion, this game is an absolute masterpiece! I cannot express how enchanting it is to play, and when I am playing I don’t want to stop. The atmosphere, attention to detail, and overall gameplay mechanics when casting magic in combat or when choosing the right spell to solve a puzzle is fluid and fun. The Avalanche Software team put a lot of heart and soul into this game and definitely captured the overall feel of the universe."
64,Rampaging Cookie,https://steamcommunity.com/id/Ali_HT/,50,1,1,38.8,February,11,"1,005",22,1,"is one of the biggest fantasy franchises of the new age, which, despite more than 25 years having passed since the release of the first book by J. K. Rowling, is still popular. Since 2002, From that time until now, we have always been waiting for a good quality game from the world of Harry Potter. The Hogwarts Legacy is a role-playing action game developed by Avalanche Software and published by Warner Bros. Now we are going to review the whole game.This open-world game, which can be experienced in single-player mode, has created a closer and higher-quality image of the magical world of Harry Potter. However, this game does not tell the story of Harry Potter, and its story goes back at least a hundred years before the events of Harry Potter. You start the game as a new student in the fifth year of Hogwarts; However, the game does not give information about the reason for your late studies in the fifth year.The game's main story draws you in with beautiful twists and pulls you by creating a curiosity to discover the truth about your unknown ability. Although the story is not the boldest element in this game, the creators have managed to mix the game's not-so-complicated main narrative in the form of the magical and vast world of the game.In addition to the main narrative, hundreds of side quests have been designed for users to participate in according to their choice. The variety of side quests in the game is so great that engaging with them will sometimes be more interesting than the game's main story. Exploring the enormous game world allows you to play other magical games and challenges. Solve Merlin's trials, hunt magical animals, find hidden tunnels, and search for relics of ancient magic. The game is so big and rich that you'll find yourself exploring for hours and hours without even touching the main quests.To move around in this big world, you can use fast travel; by discovering them, you can move between different places in the game world without delay. This makes it possible to follow any desired primary or secondary quests quickly. In addition, you can also travel using a broomstick or other magical creatures such as a hippogriff. In each area of this magical world, there are tons of activities to complete your collection. All these areas and activities are accessible on the game map, and the game map is one of the essential tools for that, guiding the user through all quests.The Hogwarts Legacy RPG progression system is designed in such a way that you can collect XP by following the main or sub-quests. When these XPs reach a certain amount, your character's level will increase; for each level increase, more puzzles or stages will be available. By advancing the main story, you gain new abilities, and by doing the game's side quests, your skill in these abilities will improve; you can upgrade your character's talents in various fields, such as elemental spells, black magic, stealth, etc.The game allows you to create and personalize the appearance of your desired character by choosing the face, hair, skin color, and even facial scars. You will also be able to select your desired grouping in Hogwarts. The range of customization of the game extends to the selection of clothes, accessories, magic wands, flying brooms, and even your private room in Hogwarts Room of Requirement. Although these customizations are extremely fun, even the choice of school grouping does not affect the gameplay and is limited only to cosmetics. This also applies to in-game decisions. In the process of advancing the story and in relation to the characters of the game, you will have several dialogue options to choose from; But these choices will have practically no effect on the story. And in both cases, you will receive the same reward and output.One of the exciting places to customize is the Hogwarts Room of Requirement. If you have followed the Harry Potter series, you know that at Hogwarts, this secret room appears when students need it. In the game, Professor Wisley brings you to this room to study more on magic lessons and to create your work environment. In this room, minor details can be personalized, such as the frames on the wall to the desks. You can also keep your magical animals in the magical garden of the room. This room is perfect for crafting potions, practicing spells, and upgrading your character's cosmetics.The combat system of the Hogwarts Legacy is perhaps the most exciting part of the game. The game initially starts with limited spells and abilities, But gradually, by learning new spells and improving skills with the help of game points, the fighting experience turns into significant action. The game allows you to customize and combine different spells to create your own fighting style. This has made the game's combat experience extremely fun and addictive, despite the very low variety of enemies. These fights, which take place against black witches, giant spiders, goblins, zombies, and of course, trolls, sometimes become so challenging that you have to try many times to get past them. Another thing that needs to be addressed is the artistic graphics of the game. The Hogwarts Legacy game has one of the most beautiful magical worlds. Hogwarts school in the game is designed in the most beautiful way possible, and almost all the memorable places in the book can be found in the game.Despite all the positives, this open-world game has many technical problems. These problems, primarily seen in the game's PC version, have somewhat damaged the game experience. For example, many users of Nvidia's 30th and even 40th generation graphics cards face problems such as limited graphics RAM or multiple crashes when playing games. Also, long loading times and some graphic textures not loading correctly are other problems on the computer and console platforms. This issue probably makes it impossible to experience the game on old hard drives and HDDs.Overall, I can say that the Hogwarts Legacy is a brilliant magical open world of Harry Potter. This game has fulfilled more or less everything we expected. It portrays Rowling's magical world in the best possible way. Hogwarts Legacy is the best game from the Harry Potter franchise ever made, and if it weren't for the many technical issues with the PC version, I could have easily given it a full score in this review.Hogwarts Legacy is everything that Harry Potter fans have been waiting for. The game does not tell the story of Harry Potter, but by creating a magical world, it has been able to tell another brilliant story.If you are interested in the fantasy world of Harry Potter and enjoy the experience of exploring a large fantasy world, the Hogwarts Legacy game is what you need. Hogwarts Legacy has no obvious negative points other than technical issues. Therefore, it cannot be included in the list of games that I don't recommend buying."
65,skořicový trdelník,https://steamcommunity.com/id/nntnce/,68,2,1,95.4,February,23,738,4,1,"If you expect Hogwarts Legacy to have a complete freedom of action, different endings which depend on your relationship with the characters and stage of completing certain quests, these are exactly the things you won't get there as well as a high range of replayability. Although the game is still rather good, as a friend of mine accurately pointed out, it’s all about the lack of competition among other major titles, focusing on one specific fandom, and an absolute lack of alternatives in this fandom. I've played through the game and finished it completely with 100% achievements, so I'd like to tell my personal opinion about it after all. ● There is . The ending will always be the same and there are no consequences of your actions. ● . Restricted areas are restricted just because they are meant to be restricted, not because you are not able to wandering there freely if it’s not about a quest, so feel free to come back any time.● There is . Yes, you can choose a bad “not-true” ending. Yes, you can freely study the Dark Arts. No, you can’t kill anyone, but bad guys, because it’s a good story and you cannot be a villain. ● Unforgivable spells are obviously unforgivable, which means that they cannot be used if you’re a good wizard, though nobody would stop you if you cast them. Any witnesses would only note something like “oh you’re not afraid of the Dark Arts”. But there are  at all. And no, if you’re interested, you cannot kill the bosses with Avada Kedavra. ● Sometimes, going between the sectors of a location becomes slightly frustrating. Before the door opens, there is . It would be better if there was an animation of some kind which could replace the time you wait staring at the door stubbornly while random NPCs go through the same door freely. Not to mention  what means now you are to force close the game via the Steam overlay or Task Manager and restart it.Vice versa, some cutscenes such as going to Undercroft seem to work worse towards the end of the game. Sometimes it becomes highly difficult to go, because after holding F, nothing happens at all. You have to walk back and forth and try again until the character finally enters the door.● The fact the player gets the last level after getting almost all the collectibles which, by my calculations, usually happens after going though the main plot makes . After completing all collectibles, there are no activities left in the game at all. So what’s the point of maximum 40 levels if 30 levels are more than enough to go through the main plot and even more?● It's not about your PC; it's just all about the game. 8GB (which is possible to play with), 16GB (which is recommended), or 32GB RAM – .● Poorly, there is  while on broomstick as well as there is  so there is no reaction from other characters if you barely knocked them down. It's not a catastrophe, but feels weird still. ● Obviously, there is no The Haunted Hogsmeade Shop PS5 exclusive quest in Steam version of the game. This is the quest (and it's a pretty good one) which allows you to open your own store and sell your belongings for a better price. However, , so now we can see the store's locked door in Hogsmeade. Thanks, I guess? ● You’re . Back in Resident Evil 2004, the player could shoot through the gaps in the textures, and this is a project with AAA price in 2023.● When a game has flight mechanics, you never know if it will be good or not. But here,  (except for the lack of collision animation). Besides, you're also able to  and find the one you like visually. Plus, there are three types of mounts revealing with the story progress. ● You can help random characters with extra tasks but you’re also allowed to never give back the things they asked to help with. Some of them need to get back their books and you are happy to help them, but some of them are Zenobia Noke, and I’ll never regret I did not give her back whatever she wanted me to find.● There is nothing special about the character customization menu at the beginning of the game, but  into any other outfit from those already found or received as a reward, is priceless. And it’s a real visual treat!● You can . If you don't want to see the mini-map or quest markers, or you don't need a spell bar, you can remove everything freely. Eventually, you can just turn off HUD completely and enjoy the game. It is quite a needed feature.●  is the witcher’s flair in the Harry Potter universe. It’s a night vision device in the magical world and also an invaluable tool for finding anything and everything. Revelio is a spell justified by lore of the game, the usefulness and convenience of which cannot be overestimated. Besides, Revelio has its own assign button, so this spell doesn't take any of much-needed space on the spell bar.● Although I didn’t like that only first lessons were interactive, since so many people told that the class system in Hogwarts Legacy would be similar to that of Bully: Scholarship Edition, the spells learning as a system worked out well. One way or another, . They won’t overload you and are quickly remembered.● From the ability to stealth to various spell combinations,  in Hogwarts Legacy are solidly implemented. Fighting is interesting even at the end of the game because it's not tedious. You always use different spells and try different combos. Yeah, it may not be the best combat system in the world, but it's well implemented which is just great.● There is , so you can not only finish the collectibles and achievements, but also complete unfinished side and extra quests.● If you forgot where we are, this is a real magical world, so grow flowers, collect herbs and make potions, and don't forget to pet and feed magical beasts. Everything is in real time, online farm lovers, even if the time periods are short and can get even shorter since you can use fertilizers. This is , baby!● There are , and you can pet them all. . There are lots of unnatural-looking things, given the fact this is England in the 19th century. After finishing the game, I still have barely anything special to tell about the plot. . Despite the fact I have mixed feelings about many things, or the fact Hogwarts Legacy has poor optimization and many limitations, and there is also no quidditch, I liked it. Hogwarts Legacy is definitely worth the money, and I got pleasure exploring the world, casting magic and finishing the collectibles. ."
66,MadMouse,https://steamcommunity.com/id/themadmouse/,426,30,1,57.9,February,16,28,0,1,"NOT VERY HAPPY WITH THIS GAMEI love this game for ALL the reasons everybody else is LOVING the game. Harry Potter fan, etc etc.Let me tell you the THINGS I DON'T like about the game:Sometimes the world feels very empty even though you find students and people everywhere. BUT THEY NEVER REACT TO ANYTHING YOU DO. There are beds and you have a bedroom BUT YOU CAN'T SLEEP IN IT. You DON'T even get a CHEST to put cool gear that you find and DON'T want to SELL even if you can make other gear LOOK LIKE the one you like. Sometimes we just like knowing that we can hang on to legendary stuff and keep it. You CAN'T SIT in chairs with other students and just watch them do their weird things. YOU ONLY FEEL LIKE YOU ARE PART OF THE WORLD DURING MISSIONS. That's the only time that NPC's react and interact with you. GREAT GAME for Harry Potter universe FANS. NOT SO MUCH for OPEN WORLD players who WANT AN IMMERSIVE EXPERIENCE sadly."
67,Cebi,https://steamcommunity.com/id/Cebi/,131,4,1,57.4,February,26,462,0,1,"- To play this game for me personally was a childhood dream come true. It's fulfils that itch of being a wizard.- Riled up people on social media should not stop you playing this game if you really want to.- All the complaints I have about this game are minuscule, like the removal of Quidditch.- Never the less, I think they will probably add Quidditch in DLC, then we will have the complete package!- So let's go over some of the things I like and the minor inconveniences the game, first the negatives:- We have all probably noticed, the game lags at higher graphics, even on good systems, why is this?- Over all my searching, it seems like there is severe memory leak issues with this game.- More over, there are some backend bugs due to how the source code was implemented into the game.- Everything you can do to limit this won't fix that, you need Ascendio mod to have a chance to fix it.- Not sure if this will be fixed in future, but if you are fine with mods, there is at least a good fix for it.- As for gameplay itself, I wish you could reset talents, also I hope we get an increase in spell variety.- Really, the gameplay is fine, very fluid, could do with some touch ups in dodge indicators, seen it bug a bit.- Evil characters wont have THAT much consequences either, like Avada Kedavra is just like saying a swear.- Not seen much bugs, I did fall through the floor once which was weird, it didn't let me open my map either.- On top of that, sometimes rolling and climbing are a bit... inconsistent, you can end up in unintended places.- Take the Witches Tomb, there is a platform you can climb up, only a specific angle.... for some reason...???- Bugs and weird gameplay aside. They seem fairly minimal, let's talk about the forced ""representation"":- Every dialogue option refers to you as ""They"", I get it's due to 'modern times' but it feels very out of place.- In some dialogue it just doesn't flow well, it's like they intended the dialogue to have he/him and she/her.- Now I don't mind if they was an option, but the other two options should also be a thing.- Guess they wanted to avoid drama from the mob, at that point, was just a futile effort, same with Sirona.- Kindness and empathy may be the intention of the developers, but it just comes off as pandery after a while.- I do admit though, these interactions are not that bad and are far between. Doesn't impede the game really.- Let's talk about the unforgivables: OP, not as OP as you think. You will run Avada Kedevra all the time.- Learning new spells sometimes is a waste since you wont use them but more variety is always good tbh.- Every spell has a use but some overlap. I wish the Room of Requirements spells didn't need to be hot barred.- Difficulty is pretty decent, but you could go through this entire game without being hit once I think.- Oh also forgot, the stealth system is a bit  bare boned but it's also not the worst, needs expanding to be sure.- Very nearly every situation can be overcame with brute force, there are small required stealth parts tho.- Even then, these are scripted parts, not something you would naturally use in the open world as much.- Really... overall, these are BARELY nitpicks at all.- The combat is excellent and so many combos, load outs and rotations I've seen on youtube.- Hitting people with certain spells feels so punchy. The fantasy is there for being a truly powerful wizard.- I personally like to use expelliarmus to disarm opponents then use Magic to throw their weapons at them.- Sound is also great, every spell has a unique feel and puts you into that fantasy of being a wizard so well.- Game of the year contender to be sure. Though I suppose it isn't all that revolutionary, it's just plain fun.- Another open world game, but at least this time, you have a true feeling of fantasy and role play.- Minus some of the forced dialogue, the script for the game ain't bad, funny moments too with students.- Every npc seems to have some trigger that makes them say something at certain times or do something.- To me as well, the characters are great, already seeing people thirst over the Herbology teacher, jeez lmao.- Overall the charecterization of each house is spot on, I love the clothing, the areas and the students designs.- Until they allow Quidditch or house points, this can be expanded on, it's mostly cosmetic at the moment.- Common rooms too look nice, not any customization there, but that is what the room of requirement is for.- Hufflepuff has the best Jackdaw mission btw, they go to a very well known place in the wizarding world.- Great game.- Reccomend to anyone who loves the wizarding world.- All the things you expect are here, not rocking the boat but what we need right now.- Salazar.- Slytherin."
68,Jackdaw™,https://steamcommunity.com/profiles/76561199001347256/,208,14,1,70.7,February,15,206,0,1,"For me this is one of best Open World game, I've ever played.Storyline - 9/10Story is presented in a very nice form like in Harry Poter movies. In most of the dialogue you can choose what to say. We have many ways to pass the mission. Each mission is interesting and different than earlier. We also have riddle games and good sidequests.Gameplay - 9/10Beautiful open world giving many opportunities for the player. We can explore Hogwart, caves, forests, mountains and doing much more things. The map is very large. Herbalism and Alchemy are important and helps a lot, we also can upgrade equipments. We can have a real wizzard adventure. Fight feeling is pleasant. Sometimes we are blocking on a small obstacle but in comparison to other games it is not very annoying.Characters - 10/10Each character has its own charm. Characters are well matched to the storyline and to the environment. We also can choose the path of the main character be good wizzard or bad (unforgivable spells) but the game won't punish us for it.Graphics - 10/10Graphics in this game is amazing. Even the smallest details are well refined, for example when we move the grass moves with us. Graphics capabilities used in 100%. The movement of water, clouds are very well refined. We can see falling leaves, changing weather. It makes a huge impression.Sounds - 9/10Music and ambient sounds in this game fits great. We can listen climatic music which is selected for each moment of the game. Character voices are not my favourite but it fits into character. There is a lot of music known from the movies.Overall - 9.5/10If you are thinking about purchase this game, if you like open world and action RPG games, I would recommend these game for you, and I guarantee a lot of fun comes from that game. This is well made game not only for Harry Potters fans, but for everyone."
69,TRiM™,https://steamcommunity.com/id/trimakosss/,162,11,1,95.6,February,27,392,0,1,"🔲 My grandma could play it☑️ Easy☑️ Normal🔲 Hard🔲 A challenge to be reckoned🔲 In the heat of confrontation, (Only PVP games)🔲 MS Paint🔲 Bad🔲 Meh🔲 Normal🔲 Very Good🔲 An original artistic direction☑️ Beautiful🔲 Masterpiece🔲 This game has no story🔲 Basic element of the contractual requirements🔲 It's there for people who want it☑️ Well written🔲 Leading to more in-depth researches/thoughts🔲 A model to get inspired by🔲 0 (No story)🔲 Short☑️ Average🔲 Long🔲 To infinity and beyond🔲 Just filling noises/No music🔲 Trivial and uneventful☑️ Good and/or fitting the game's artistic dispositions🔲 Memorable🔲 Transcending whispers of a forgotten world🔲 I would rather watch paint dry🔲 Hard to enjoy☑️ Repetitive and/or uninspired☑️ A good moment🔲 Sticking out of the pack🔲 You will remember it long after☑️ A one-time experience ☑️ Only for achievements (Different houses)☑️ If you wait a few months/years (or with mods)☑️ Definitely (Different endings)🔲 Infinitely replayable (or almost)🔲 Never heard of☑️ Minor bugs🔲 Can get annoying🔲 Impacts the player's experience badly🔲 The game itself is a big terrarium for bugs🔲 You can run it on a microwave🔲 Low🔲 Average ☑️ High🔲 NASA computer🔲 Free🔲 Underpriced🔲 Perfect Price🔲 Could be cheaper☑️ Overpriced🔲 Complete waste of money🔲 No🔲 If you have nothing else to play☑️ Wait for sale☑️ Yes🔲 It's a completely different game🔲 This game is a scam🔲 It's missing many features they announced☑️ Looks very similar to the steam page🔲 Better than expected and/or announced🔲 Masterpiece, no patch or feature has to be added.🔲 1🔲 2🔲 3🔲 4🔲 5☑️ 6🔲 7🔲 8🔲 9🔲 10"
70,Pepperooney,https://steamcommunity.com/id/Pepperooney/,75,1,1,52.6,February,17,"1,230",7,1,"It's the game I've been waiting for years and it sure delivered my expectations.Main story and main side quests are rich, combat feels good, especially after you unlock more spells.Hogwarts, Hogsmeade and their surrounding areas look absolutely stunning.YOU CAN PET CATS.There are still some things that could be improved. None of them are completely game-breaking, I still enjoyed playing the game and would recommend you to buy it if you're interested in the HP universe.List:- PC Performance leaves a lot to be desired even with the latest (17 Feb 2023) patch and engine.ini tweaks;- Lifeless NPCs that you can't interact with throughout the world;- There's nothing to do in your sleeping dorms and house room;- Cutscenes are locked to 16:9;- Main Character is an annoying backseat gamer during main story quests and won't stop spoiling the answer to the riddles;- House choice doesn't have an impact on story;- Stealth mechanics are absolutely obnoxious to play, but at least there's only a few missions where you have to hide;- There's no endgame and new game+;- SOMETIMES IT SEEMS LIKE ALL ROADS LEAD TO HOGSMEADE (annoying repetitive voice lines as you travel around the world, especially after you teleport);- There's so much character diversity that sometimes you forget you're supposed to be in 19th century UK;- Most open world side quests are just boring go and fetch stuff/kill bad guys;- There's way too many Merlin's Trials, Bandit Camps, Field Guide pages. Developers clearly focused on quantity over quality, it felt like I was playing a Ubisoft game before I gave up on them;- You can't get the final cutscene unless you reach level 34 by the time you finish the main story, and that means you have to drag yourself through repetitive content to finish the game."
71,racsan,https://steamcommunity.com/id/Sunnufabetch/,722,274,1,31.1,February,11,369,23,1,"yer a wizard, Harry"
72,SneakyTaffer,https://steamcommunity.com/id/sneakytaffer/,725,52,1,80.1,March,2,250,0,1,Decent game. Shame Pikamee didn't get to play it.
73,jeffv0id,https://steamcommunity.com/id/jeffvoid/,47,2,1,109.5,February,11,532,15,1,"This game is a dream come true. I waited 20 years for this. I'm every second of this, the atention to detail is amazing. And sometimes you get the Skyrim vibes. The OST is amazing and pays tribute to John William's with lots of variations from the OG.I gotta adress the elephant in the room tho: performance is not great. It boggles my mind that they chose to go with Unreal Engine 4 for a game of this magnitude, specially when one of WB's own devs have an amazing engine ""Firebird"" from Monolith (used in Shadow of War), which these devs could have borrowed if WB wasn't to give monolith the project for what reason may be (maybe because they are doing wonder-woman). My point is, UE4 is dated. It used single threaded performance so the 1% lows are disgusting and all over the place (12900K + 4090). The hardcoded TAA to mask the engine's limits and rough edges is vomit inducing at times.2nd- Complaint: They should have gone further with this project. NPC colision and interaction specially inside the school. Day and night cicle is there but there is no mandatory curfew and no eating schedule and classes are not times. So it all feels off somehow. They should have gone with an aproach á lá Kingdom Come Deliverance on this imo.Alas, no game is perfect, maybe the potterhead in me makes turn a blind eye to all the shortcomings in this game, because when at its peak this game really does shine and any fan will have goosebumps. The wasted potential may be mitigated with mods as i already seen some mods on Nexus and there already a mod loader (btw, theres a mod to unlock all PS5 exclusive content but requires a new save to get the mission, but potion works regardless)And there you go. im sure im missing a lot of stuff, but i recomend this game for all fans, and to non fans who like a RPG lite, story driven game. 9/10"
74,Arcandres,https://steamcommunity.com/id/Arcandres/,105,4,1,11.0,February,18,519,3,1,"Hogwarts Legacy is a game that shows a lot of promise. The immersive atmosphere and top-notch cinematics make you feel like you're really part of the wizarding world. The flying mechanics are also a standout feature, providing a thrilling and fun experience. However, the game does have some issues that hold it back. The lack of freedom is a noticeable downside, as it would have been great to have more control over your actions as a student. Additionally, the lack of optimization can be frustrating at times, as it impacts the overall performance and can be a distraction from the otherwise engaging gameplay. Overall, Hogwarts Legacy has a lot to offer for fans of the Harry Potter universe. While there are some areas that could be improved, the immersive atmosphere, thrilling flying mechanics, and detailed world-building make it a fun and enjoyable experience. If you're a fan of the series or just looking for a new adventure, Hogwarts Legacy is definitely worth checking out.PD: Don't be fooled by my playtime, I was mostly offline playing."
75,Aki,https://steamcommunity.com/id/Akiaahn/,664,194,1,28.0,February,11,372,0,1,"You're a wizard, Harry."
76,UgandanLoki,https://steamcommunity.com/id/UgandanLoki/,284,63,1,33.0,February,11,79,0,1,⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠟⠛⠋⠄⠄⠄⠉⠛⠻⠿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠛⠁⠄⠄⠄⣠⣶⣶⣶⣶⣶⣦⣄⠈⣿⣿⣿⣿⣿⣿⣿⣿⣿⠋⠄⠄⠄⠄⢀⣠⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠃⠄⠄⠄⠄⠄⢺⣿⣿⣿⣿⣽⠭⣹⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠁⠄⠄⠄⠄⠄⠄⢸⣿⣿⣿⣶⣿⣤⣿⣿⣿⣷⠤⣿⣿⣿⣿⣿⣿⠄⠄⠄⠄⠄⠄⠄⢨⣿⣿⣿⣿⣿⣿⢿⡯⢽⣧⣴⣿⣿⣿⣿⣿⣿⠆⠄⠄⠄⠄⠄⠄⠄⢿⣿⣿⡿⠋⠉⠁⠈⠙⠘⣿⣿⣿⣿⣿⡏⠁⠄⠄⠄⠄⠄⠄⠄⠄⠄⠈⠉⠄⠄⠄⠄⠄⠄⠄⠘⣿⣿⣿⣿⣷⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⣿⠿⠟⠋⠁⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⣿⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⡀⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⣿⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⢸⣶⣄⡀⠄⠄⠄⠄⠄⠄⠄⠄⠄⠙
77,๖ۣۜSαмÆ𝐿♰,https://steamcommunity.com/id/khiratho/,73,2,1,35.4,February,15,"2,696",7,1,"RTX ON without crash on day one, first unicorn, great!The game so far seems to me to be awesome.It manages to make you enjoy exploring and feeling that everything is alive, I guess after watching Forspoken it's easy too.The combat system can have a bit of a learning curve when it comes to changing spells, but the rest is great and it feels snappy.Acceptable music and characters; I'm still discovering the story but it looks fantastic!1000% Recommended, you can stroking a lot of cats."
78,BloodyHell,https://steamcommunity.com/id/DarryL_AnG/,193,5,1,24.2,February,11,111,0,1,"A dream come true for fans to explore Hogwarts!However... I would only give it 7/10 after the initial joy and wow factor has subsided. I only enjoyed the initial part of the game, once you play longer, you'll notice there are some stuffs the developers could have done better. Things to improve:- Better NPC dialogue/ mini-conversations (NPC are just spewing lines after lines with no relevancy when talking to one another in the living world, no proper conversation)  - Increase enemy variety- Dynamic HUD (It's too cluttered)- Dynamic camera controls (Explore - Far, Combat - Near)- Quidditch  To name a few... shall wait patiently for Day 1 update and mods,"
79,Zuluf,https://steamcommunity.com/id/zulufski/,71,4,1,35.5,March,1,682,2,1,"Hogwarts Legacy functions as a pez dispenser for memberberries for anyone who grew up reading Harry Potter’s wizard school adventures. Even though the setting is 19th century Hogwarts and most characters and plotlines are completely divorced from the main series, there are plenty of easter eggs, references and “he said the THING” moments to feed your millennial childhood nostalgia. Furthermore, we get to visit various locations and use a bunch of MacGuffins that directly reference events from the books (which kind of makes you wonder why a 5th year like the game’s protagonist is taking the same mandrake 101 class as Harry did in his first year, but I digress).You start out by customizing your hero by choosing your appearance, gender, voice (one male, and one female). Your avatar receives a letter of acceptance to Hogwarts as a late fifth year student. Enter Eleazar Fig, your own personal mentor, who will help you harness a newly awakened form of ancient magic. After an introductory misadventure in Gringotts and a Sorting Ceremony in which you get to choose your own House, you are free to tackle the magic academy and surrounding grounds (including the Forbidden Forest, Hogsmeade and other iconic locations). Later in the game you get flying mounts in the form of either a broom or a hippogryph, as well as a massive ground mount that can ram enemies and obstacles.Sadly, there’s no Quidditch, ostensibly because it got banned by the headmaster (Phineas Nigellus Black, a rather unpleasant fellow and Sirius’ ancestor), which limits the usage of your broom for map navigation, a couple of sidequests and popping collectible balloons. Just feels like a missed opportunity. You will gradually learn tens of spells during your schoolyear, varying from combat to utility spells and you’ll have more and more access to the map as you gain the power to destroy obstacles. There’s also a skill tree and as you complete your Field Guide (basically an album with all your collectibles) and complete Challenges you also unlock more inventory space, cosmetics and runes you can upgrade your gear with. For the most part, the mechanics used by the game are par for the course in the whole open-world action/adventure genre: you have stealth and the obligatory takedowns, there’s the whole twin-stick orientation lockpicking when you Alohomora a locked door and you have a form of basic color coding to complicate the combat a little bit (you have to cast either red, yellow or blue spells to pop enemy shield of their respective color). Enemies you fight can be spiders, goblins, dark wizards, trolls and a few other types, but for the most part are just fodder for your ever-expanding arsenal of combos and damage spells. Most of the time you’ll only use four quickslots, but you can unlock extra sets to accommodate a more versatile playstyle. The combat resembles Arkham-type dancing where you alternate your offensive strings with timed parries and dodges and try to sustain a high combo count by not getting hit. For the most part, these things feel like threaded ground and might even become tedious after a while. It doesn’t help that the game’s main story sports a couple of one-dimensional villains and the plot feels like a salad in which they wanted to include as many fanservice elements as possible (you go from visiting a vault in Gringotts during a goblin assault to revisiting memories in pensieves to trying to unravel the mystery of the Deathly Hallows). Despite the generous playtime (around thirty hours to finish the main story and about 70% of challenges in my experience), Hogwarts Legacy doesn’t take much time to develop its central characters. There’s a lot of diversity in almost every aspect but not a lot of depth - the stakes are higher and the drama is more impactful in Sebastian Sallow’s quest chain than the main story. On the plus side, the game looks absolutely gorgeous. There’s an almost painterly look and the gloomy weather really enhances the elaborate architecture and detailed models. If you wanted to explore Hogwarts in an elaborate, big-budget way this is your best chance - meeting ghosts, opening secret tunnels and running errands through huge, ever-shifting staircases feels like a wizard-themed playthrough of Bully. Little subplots and grievances you solve intertwine with classes where you unlock new abilities and tools, and there’s even a day/night cycle that affects available content (although in Hogwarts Legacy there’s no time limit to doing anything and you can’t skip classes). Speaking of upgrading, there’s a pretty elaborate crafting system that has you collect ingredients for potions from plants that you grow yourself or buy from vendors, and gear upgrades require stuff you can collect from beasts you grow and breed. To that end, The Room of Requirement returns from the book series and serves as your personal sandbox. The game does a good job of not feeling overwhelming or pressy about its open-world content. Even though there are dozens of activities, over fifty sidequests, puzzles of a wide variety and hundreds of collectibles, you can easily go through the story without touching them and won’t feel underpowered or like you’re missing out. Some of the content is locked behind spells, which you will learn by attending classes and doing assignments for your professors.Is Hogwarts Legacy worth it? If you’re a Harry Potter fan and aren’t tired of the framework these types of triple AAA sandbox actioners employ, by all means. You get around 60 hours of gametime if you want to collect everything (according to my estimates) and will enjoy a more than competent and varied (if not particularly well-written or deep) experience."
80,The_Terrible_T,https://steamcommunity.com/profiles/76561198155772057/,245,8,1,54.3,February,14,58,0,1,"pretty fun, needs some co op tho"
81,Ruαηiitα ✪,https://steamcommunity.com/id/ruaniita/,76,20,1,85.0,February,11,254,0,1,AVADA KEDAVRA
82,Squidward Tortellini,https://steamcommunity.com/profiles/76561199111368809/,350,252,1,37.9,February,13,120,0,1,it expecto patronumed my social life away
83,MisfitToy,https://steamcommunity.com/id/misfit-toy/,127,59,1,181.3,February,21,156,0,1,Oh dear. Deek thinks perhaps you didn't know Deek was near.
