,author,home_url,helpful,funny,appraise,played_hour,post_month,post_day,games,reply,image,review
5400,F.Tong,https://steamcommunity.com/profiles/76561198920222474/,1,,1,14.7,March,"9,",156,0,1,"The first and the most impressed Lara, but some processes of reasoning parts are really inexplicable which make me stuck for at least 2 hours."
5401,belgí,https://steamcommunity.com/id/boolbi/,1,1,1,32.6,March,"9,",98,0,1,lara can raid this d
5402,Winter Ghost,https://steamcommunity.com/profiles/76561198168712527/,1,,1,9.5,March,"8,",569,0,1,"Looks great, can be repetitive but the combat and gameplay is mostly solid. Get it on a sale."
5403,chritox,https://steamcommunity.com/id/Chriti17/,1,,1,13.2,March,"7,",108,0,1,great game!
5404,sanji*,https://steamcommunity.com/id/sanjiron/,1,,1,11.7,March,"7,",271,0,1,very nice
5405,President Camacho,https://steamcommunity.com/id/King_of_the_Spoons/,1,,1,16.4,March,"6,",51,0,1,buy it austin
5406,WingZeroRequiem,https://steamcommunity.com/profiles/76561198065904267/,1,,1,13.0,March,"5,",289,0,1,oldie but a goodie
5407,LBrewskiii.TTV,https://steamcommunity.com/profiles/76561198120591554/,1,,1,14.6,March,"5,",37,0,1,Great game. Really good story not super long and has great game play mechanics.
5408,Craven Moorhead,https://steamcommunity.com/id/Keystone1321/,1,,1,7.0,March,"4,",71,0,1,Very immersive and has good fighting mechanics.
5409,JPShadowMan,https://steamcommunity.com/id/jpshadowman/,1,1,1,25.9,March,"5,",830,0,1,"Tomb Raider is one of the best games I've ever played, and I'm giving it a rare score of 10/10. I could find no cons, here, only pros, which I'm going to list below.  Everything."
5410,The_Nokia_3310,https://steamcommunity.com/profiles/76561198425373598/,2,,1,12.4,March,"3,",151,0,1,story was great
5411,Jocker12,https://steamcommunity.com/profiles/76561198094291178/,1,,1,9.9,March,"3,",105,0,1,"Its realy grate, can't belive i didn't played it until now"
5412,Br0seidon,https://steamcommunity.com/id/greedo77/,1,,1,11.1,March,"3,",79,0,1,"Very much tries to be like uncharted and while not as fun, this is still an awesome game. Story lacks a bit but over all gameplay is very entertaining. Bought the next one right after."
5413,Fl1p.,https://steamcommunity.com/id/jokerrabilonia21/,1,,1,10.5,March,"2,",133,0,1,"I highly recommend this game, fantastic story, puzzles and graphics. I feel bad for myself for not playing it before. If you like the Uncharted saga on PS you will certainly love this game too, it has the same type of vibe."
5414,What to H*CK,https://steamcommunity.com/profiles/76561198024892629/,1,,1,0.4,March,"1,",208,0,1,I pirated this ages ago and had a lot of fun playing itDefinitely worth picking up
5415,markyyZZ,https://steamcommunity.com/profiles/76561198999049124/,1,,1,14.3,March,"1,",56,0,1,Fantastic story!
5416,Kyperan,https://steamcommunity.com/profiles/76561198338655182/,1,,1,18.6,February,"29,",91,0,1,This game is awesome. Nothing more to say.
5417,onii-chain,https://steamcommunity.com/id/onii-chain/,1,,1,15.9,February,"29,",282,0,1,i enjoy Lara's Moaning
5418,florian_nick,https://steamcommunity.com/profiles/76561198117702621/,1,,1,27.6,February,"29,",2,0,1,i like this game
5419,Qavemann,https://steamcommunity.com/id/qavemann/,1,,1,14.6,March,"3,",343,0,1,"Fantastic story and engaging gameplay. I played it back in 2013 on the Xbox 360 when it was first released, and after 7 years I still found it to be refreshing among other videogames released today. Some gameplay elements could be better you will overlook the few mistakes the game had when everything else is top notch. Special highlight to the optional tomb raids which are always fun to tackle"
5420,Eldaric,https://steamcommunity.com/profiles/76561198319222840/,1,,1,33.3,February,"29,",85,0,1,8/10 Great gamePros:Exploration is funGood storyThe tombs are fun to playCons:The enemies aren't that varied
5421,kripp,https://steamcommunity.com/profiles/76561198116437638/,1,,1,10.8,February,"25,",185,0,1,Good adventure game.
5422,Lethal (OldManTenno),https://steamcommunity.com/id/OldManTenno/,1,,1,48.2,February,"24,",65,0,1,"This is how reboots should be done. Just as the 007 movies got silly and predictable, so did the Tomb Raider games (they just got downright embarrassing later on). The Bourne movies, with their gritty realistic style, showed audiences what 007 should be like. They later rebooted the Bond movies in this style, and they were much better for it.Tomb Raider got the same treatment and it wasn't just good, it was great. The style, action, design, and everything else is heads and tails better than anything else in the franchise. What really set this apart from the previous games is that Lara is no longer a super hero (and bimbofied), but a regular person who is forced to do extraordinary things in the name of survival. This makes her more connectable, and a much better hero overall. The new look and voice acting match this new image to great effect. I'm glad to say I'm a Tomb Raider fan once again."
5423,Rangerdick,https://steamcommunity.com/profiles/76561198110409964/,1,,1,49.7,February,"16,",180,0,1,"It was ahead of its time, still looks great."
5424,Nefarious Doodle,https://steamcommunity.com/id/stinkysquidkid/,1,,1,9.1,February,"11,","2,971",0,1,This one's probably the best one out of the New Trilogy that's all i can really say. Very good game.
5425,Chris Wanted,https://steamcommunity.com/id/chriswanted/,1,,1,23.0,February,"10,",236,0,1,Wonderful story
5426,Gocolas,https://steamcommunity.com/profiles/76561198197610255/,1,,1,11.1,February,"9,",35,0,1,good story and you can kill crabs
5427,Monero,https://steamcommunity.com/profiles/76561198075882473/,1,,1,3.5,February,"8,",213,0,1,jopa pizdoasa
5428,heartless_vi,https://steamcommunity.com/id/heartless_vi/,1,,1,8.4,February,"16,",87,0,1,"This is an excellent game! Especially for completionists :)PROs:- A lot of things to collect and cool achivements- Easy to understand gameplay- Interesting plotCONs:- At the beginning, the gameplay could be a little difficult to understand."
5429,42タイ,https://steamcommunity.com/profiles/76561198282630994/,1,,1,17.9,February,"7,",89,1,1,"I can see why the game got a overwhelmingly positive review.Even for a 2013/2012 game, it still kicks ass.Nais gameplay and good story telling.Btw this game is like 2$ for the G.O.T.Y edition, buy it, trust me, it's worth your money."
5430,NNS Haruka,https://steamcommunity.com/profiles/76561198972662459/,1,,1,30.7,February,"3,",26,0,1,interesting☆ミ
5431,shakey,https://steamcommunity.com/id/LonliShakey/,1,1,1,14.4,February,"2,",153,0,1,"Engaging Story,Awesome gameplay. Overall excellent game.10/10 would recommend others to play"
5432,omarlvrz87,https://steamcommunity.com/profiles/76561198058108692/,1,,1,9.5,February,"2,",15,0,1,Good game makes me wanna play the other two games that come after this one.
5433,Animated_Jenny,https://steamcommunity.com/id/animated_jenny/,1,,1,15.7,February,"2,",73,0,1,"I've played the ps3 version twice, and the ps4 version once before playing on pc. Love the game, but hopefully the achievements won't glitch on me like they did on the ps versions."
5434,E q u a m e n t a L,https://steamcommunity.com/id/EquamentaL/,1,,1,28.2,January,"31,",676,0,1,"Great story, decent gameplay and Lara Croft... Although it is a 7 year-old game, graphics and gameplay are not disturbing and worn cloth detail as game progresses is well-thought."
5435,Eis,https://steamcommunity.com/id/eissfelt/,1,,1,21.1,January,"31,",74,0,1,One hell of a ride.
5436,petrovic_n,https://steamcommunity.com/profiles/76561198982866380/,1,,1,17.7,January,"31,",25,0,1,jebe kevu
5437,deedub,https://steamcommunity.com/id/Dee-Dub/,1,,1,0.8,February,"5,",150,0,1,"A game that scratches that itch for a ""story game"". It is by no means complicated, and just required a going through the motions progression. Won't play again, one-time game. for me. Bought on special, recommend on special.7/10."
5438,saintpou,https://steamcommunity.com/id/saintpou/,1,,1,35.4,February,"4,",53,0,1,"+ Gameplay+ Story+ Characters+ Location+ Music+ Graphics- Some camera positions- Bad design for saving system- Achievements for multiplayer when there's noneFrom the first day I started playing this game, I couldn't stop 'till I finished it.I can really see the passion and hard work the developers put into this masterpiece. Most of all, I love Lara's character itself. I didn't expect it, as there are a lot of ""strong"" female characters who are ironically weak and faint. But she's just a survivor, a girl who went through hell just to survive and save her friend. If you still haven't played it I absolutely recommend it. ""A point of no return"" is not a part of story, it's a part of the game. You can roam freely in the map after you finished the game, but if you somehow replaced your save file like I did (because the game didn't warn me and just said continue) you're gonna lose any chance of collecting the achievements after you finished the game, and you have to start a new game and go through all that again like I did (after 6 hours..). I saw many people having this problem so just wanted to warn you."
5439,CmdrKeen,https://steamcommunity.com/id/cmdrkeeen/,1,,1,18.5,January,"31,",136,0,1,"It's been a while since I've played a Tomb Raider game. I remember playing the first one and often having tremendous difficulties with the puzzles, and sometimes tricky action sequences that required pressing a series of buttons with just the right timing. Well, either I've grown as a player, or the developers have made this part a bit easier, but I found the new Tomb Raider to be more like a playable Indiana Jones movie. Yeah, there are still some puzzles and tricky timing sequences to solve if you want to raid the hidden tombs, but they are entirely optional. This game is a lot more story-driven than the older versions, and the story progresses quite linear, so you're never left wondering about what you should do next. That said, there is still plenty of room for free exploration, and the wonderfully detailed locations contain many hidden secrets waiting to be found. The graphics are top notch, it's hard to believe that this game is 10 years old. It is, however, a lot more violent than I remember the old games being, with plenty of combat and some gruesome death scenes that give the Die Hard movies a run for their money. All in all, this game is a modern classic, a worthy successor to a game that once revolutionized the genre."
5440,PK,https://steamcommunity.com/id/Khosi/,1,,1,5.0,January,"31,",26,0,1,واقعه عالی تو زمان خودش یه شاهکار بودش متاسفانه نتوستم نسخه های بعدیش رو تهیه کنم تو این خراب شده تهیه بازی اصل مثل رفتن به ماه.
5441,akskhannaaks,https://steamcommunity.com/profiles/76561198969093653/,1,,1,16.8,January,"28,",53,0,1,;pbr oy
5442,sebaSTIYON DE CCREB,https://steamcommunity.com/id/SushiBut/,1,,1,9.3,January,"30,",126,0,1,"I must admit, I wasn't expecting some glorious masterpiece of a story, but boy was I wrong, the characters all seem human, all have conflict, have flaws. The game builds Lara's character from the very beginning/to her triumph, they give you a lot of time to understand who she is as a person. The game just keeps you on the edge of your seat with the mystery how in the ♥♥♥♥ to get off the island, grips you with the stellar combat and action, and of course the story. This game was magnificent from its beginning to its conclusion, didn't seem that short although I finished it in 10ish hours. The movement was in my opinion kind of clunky at times but nothing that starts frustrating you, haven't found mayor bugs, some really minor that the normal eye doesn't even notice. DEFINITELY would recommend it to anyone who plays story rich, adventurous games."
5443,TheMonster,https://steamcommunity.com/id/TheOnly1Monster/,1,,1,23.5,January,"28,",113,0,1,تعود لنا أحد الشخصيات المحبوبة جدًا لارا كروفت بريبوت بمغامرة جديدة ومتعة لا توصف !-الجيمبلاي يا جماعة الخير ما لعبت أبدًا لعبة تكون بالمستوى الجبار ده من.ناحية الجيمبلاي ، طريقة حركة الشخصية مع القدرات اللي تكتسبها ، اللي بعدين تستمتع وانت بتعمله ، ده غير الألغاز البسيطة لكنها حلوة وتناسب أسلوب اللعب !-القصةتدور أحداث القصة في مثلث برمودا ، بس بلاش أحرق عليك أكتر ، المهم القصة مشوقة جدًا ، أنصحك تلعب اللعبة على قعدتين عشان تعيش مع الشخصيات والأحداث-السلبيات -اللعبة بتقلب فجأة دارك سولز وبتكون صعوبة مبالغ فيها خصوصًا في الأخير-التطويرات مالهومش أي تلاتين لزمة ولو ماطورتش حاجة عادي هتكمل ولا كأنو حصل أي حاجة ، أنا شخصيًا خلصتها من غير ما أعمل ولا تطوير!
5444,Budgies4생명^^,https://steamcommunity.com/id/APACKONION/,1,,1,13.6,January,"28,",58,0,1,Great game.
5445,✡OverLord✡,https://steamcommunity.com/id/oOverLordo/,2,,1,23.0,January,"26,",291,0,1,Tomb Raider is a great game with an awesome storyline and the graphics for 2013 are amazing even for today's standards.It was a lot of fun to play it and very often I felt like being in an action movie.
5446,Ph3nomen0N,https://steamcommunity.com/id/SGYcraft/,1,,1,34.2,January,"26,",23,0,1,Awesome adventure super packed action game. 10/10
5447,ZRAYRZ7,https://steamcommunity.com/id/Rz731/,1,,1,21.6,January,"25,",24,0,1,10/10 gameplay
5448,jah,https://steamcommunity.com/id/speedyster/,1,1,1,8.3,January,"25,",106,0,1,it's tomb raider
5449,☣ BradyBSB ☣,https://steamcommunity.com/id/BradyBSB/,1,,1,9.5,January,"25,",143,0,1,"It's a pretty good game. Aged pretty well, too. I enjoyed my playthrough, and I don't regret purchasing this game at all. It's fun, and the puzzles are just enough to make me think and not just wander aimlessly through a linear story and- oh, look, good job, game over. I played on my laptop (i5-8250U, 8GB RAM, Intel UHD 620) and I probably hovered between 20 and 40FPS, but it was still a fun experience.83/100. Not bad. If you can, catch it on sale, but it's worth a buy. That's pretty much it..."
5450,MrJagernerd,https://steamcommunity.com/id/0163288288/,1,,1,13.8,January,"22,",52,0,1,A good game
5451,JacquesPatat,https://steamcommunity.com/id/JacquesPatat/,1,,1,94.2,January,"22,",640,0,1,"i was never a Tomb Raider player, until i played this version. WOW. Story is good, gameplay is good. but i wonder how Lara can survive with all the injuries"
5452,Willo-wisp,https://steamcommunity.com/profiles/76561198859214648/,1,,1,12.9,January,"21,",36,0,1,GREAT GAME! Love it! pretty good graphics! AWESOME GAMEPLAY! <3
5453,MasterAboud,https://steamcommunity.com/id/masteraboud/,1,,1,12.0,January,"19,",189,0,1,One of the best open world games I have played. Great story and beautiful graphics. Scenery is some of the best available in gaming.
5454,what makes me a good demoman?,https://steamcommunity.com/id/notyouraverageguy/,1,,1,8.9,January,"17,",24,0,1,Really...♥♥♥♥♥♥♥...good
5455,skatewitchsteez,https://steamcommunity.com/id/sk8wtch/,1,,1,9.7,January,"14,",384,0,1,"this game is like playing through a movie in the best possible way, super cinematic and hard to put down throughout"
5456,Jarosurabu,https://steamcommunity.com/id/jarosurabu/,1,,1,47.2,January,"11,",779,0,1,YES! You should play this game
5457,SaKo,https://steamcommunity.com/id/semi_komplete/,1,,1,14.2,January,"9,",109,0,1,Pretty good reboot of the tomb raider franchise.Loved the Story and gameplay progression.There was a lot less tomb raiding than the previous games but still good.
5458,michael.tuinenburg,https://steamcommunity.com/profiles/76561198092761354/,1,,1,35.9,January,"9,",109,0,1,"After all these years it still holds up! Play it if you havent played it yet, 10/10 will love this game......"
5459,Jawazat,https://steamcommunity.com/id/partyrock25/,1,,1,21.3,January,"14,",49,0,1,"Graphics, mechanics, and story, have all been well-crafted in this 2013 remake of Tomb Raider. It's been more than half a decade and the game still looks as fresh as ever. Playing as Lara Croft and seeing her make her way through a dangerous adventure in high definition makes this game worth buying even after several years have passed since its release."
5460,GamesTrex,https://steamcommunity.com/profiles/76561198363116934/,1,,1,9.7,January,"5,",142,0,1,Great game
5461,bigmonstr666,https://steamcommunity.com/id/bring_me_back_my_2007/,1,,1,15.3,January,"4,",223,0,1,"its awesome, one of the best games in this genre. i dont belive in this but its masterpiece"
5462,Ganesh gaitonde304,https://steamcommunity.com/profiles/76561198989729683/,1,,1,5.1,January,"4,",83,0,1,nice game
5463,Eℓ Caвroŋ,https://steamcommunity.com/id/bifebife/,1,,1,14.4,January,"3,",177,0,1,"Good game, has some ♥♥♥♥ physics sometimes, but overall pretty entertaining and fun to get the achievements. Recommended for its low price"
5464,LAZYSGL,https://steamcommunity.com/id/lazysgl/,1,,1,14.8,January,"3,",207,0,1,"Damn I didn't think this would be so much fun but it is, even though it is considered a pretty old game but I r8 10/10"
5465,Deadly Loner,https://steamcommunity.com/id/linusetrash/,1,,1,17.2,January,"3,",126,0,1,Yes
5466,hrvst,https://steamcommunity.com/id/hrvst/,1,,1,9.1,January,"7,",255,0,1,An action packed game that'll keep you on the edge of the seat and anxious. The story could have worked more with the side characters but the game itself is really good. The length (+- 9 hours) may be questionable considering the regular price. I recommend a discount.
5467,Ram Bhakt,https://steamcommunity.com/id/hurican9ja/,1,,1,10.3,January,"5,",101,0,1,"Really good action/adventure game. If you're looking for a quick adrenaline boosted game then this is it. The story is kinda meh~~~, doesn't explain a lot of things, there's no proper character development and you don't get to understand about them except Lara and controls might feel clunky sometimes but that's all it has as cons. Rest of the game is awesome, with over the top action and gorgeous graphics and great use of environments. Definitely deserves a solid 9/10."
5468,MeRk3L,https://steamcommunity.com/id/vinith20/,1,,1,18.6,January,"3,",112,0,1,"This game is fantastic! A very immersive storyline that draws you into the stuggles of survival of Lara Croft. Trapped on an island full of crazy baddies, you have to develop new survival skills and makeshift weapons in order to successfully survive.This game is full of unexpected and very interesting/compelling plot twists that make the story engaging up until the credits roll!"
5469,Dante,https://steamcommunity.com/id/dante666666/,1,,1,14.6,January,"3,",277,0,1,"With a story that manages to satisfactorily tread the line between high-concept fun and grounded character exploration, Shadow of the Tomb Raider meaningfully wraps up the journey Lara began in 2013 and convincingly leaves her in a place resembling where she was when we were first introduced to her more than 20 years ago. I would have liked a little more incentive to explore the beautiful world Eidos Montreal has created, but I’d much prefer too much content than too little. There’s so much to enjoy elsewhere in a game that’s stuffed to the brim with ideas and devilishly challenging puzzles. I can’t wait to see where Lara goes next.Rating: 9/10"
5470,badman,https://steamcommunity.com/id/nasyirx/,1,,1,19.2,January,"2,",119,0,1,Superb action game along with briliant quick-time events. Great character. Fresh-looking graphic. Slightly dumb enemies (we can still aim their heads when they're in cover position). Average story 9/10
5471,Sid Vicious,https://steamcommunity.com/id/galfred1000/,1,,1,67.0,January,"2,",559,0,1,tem nem o que comentar. simplesmente maravilhoso.
5472,nescius,https://steamcommunity.com/profiles/76561198059805466/,2,,0,3.5,December,"31,",94,0,1,I am not a fan of quick time events
5473,Mr. Grabs,https://steamcommunity.com/id/poikysek/,1,,1,13.2,December,"30,",90,1,1,On my way to play Rise of the Tomb Raider.Interesting story and pretty funny gameplay.
5474,DrPepperAddict1,https://steamcommunity.com/profiles/76561198130040316/,1,,1,6.0,December,"30,",204,0,1,its good
5475,toplaneterrorist,https://steamcommunity.com/id/nignogsurpriz/,1,,1,18.7,December,"26,",194,0,1,BIG ASS. BIG TITTIES.
5476,PrinceofBB,https://steamcommunity.com/id/princeofbb/,1,,1,39.0,December,"25,",87,0,1,BEAUTIFUL GAME <3 Story is great as well as the combat/gameplay. Satisfying kills and fair gameplay. Whole story is doable within a day (even for a first timer or a newbie on this type of genre).
5477,AddyKANA,https://steamcommunity.com/id/chapayam/,1,,1,9.3,December,"24,",290,0,1,full of action
5478,iBBz,https://steamcommunity.com/id/ibbzz/,1,,1,39.5,January,"2,",153,0,1,"Truly an amazing game! Its got phenomenal graphics, a nice polished story, fun and unique puzzles, a few villains that you’ll love to hate, and Lara Croft who’s just a natural born badass wherever she goes whatever she does."
5479,Martyn,https://steamcommunity.com/profiles/76561197997873413/,1,,1,42.2,January,"2,",901,0,1,"Game is absolutely fantastic. Get the GOTY version if possible. Do not get the ""pay to win"" DLCs that pre-unlock certain skills that are usually unlocked in normal gameplay.Good:- Nice story- Good player development curve- Interesting areas to explore and challenges to be collected- Good port to pc and very suitable for playing with mouse and keyboard.- Good balance between quiet exploration and intense combat.Bad:- Frequent uses of QTEs. Can be a bit challenging for older players with slower reflexes"
5480,Hempsi,https://steamcommunity.com/profiles/76561198882096909/,1,,1,14.0,December,"24,",172,0,1,one of the best ones made yet
5481,DarkWingzSA,https://steamcommunity.com/profiles/76561198005052962/,1,,1,31.1,December,"22,",478,0,1,Brilliant game a must play and after finishing this get the next one even better!!
5482,𝕍ᗩ卩Ｅ 𝓳𝓤เ𝐜€,https://steamcommunity.com/id/AyKayFortySeven/,1,,1,28.7,December,"21,",275,0,1,Amazing game that everyone should play at least once...
5483,aldrigsova,https://steamcommunity.com/id/aldrigsova/,1,,1,10.5,December,"23,",776,0,1,"Tomb Raider (2013) is the second reboot of the iconic Tomb Raider franchise, a lot has changed since the og games. It's a lot easier to progress in this new reboot because it's quite linear and there's almost no backtracking and puzzles are way easier compared to the older games because of the ""Survival Instincts"" you can activate which highlights all interactable objects and Lara will talk about the puzzles details if you are stuck for too long, so it's quite more casual in that regard.The game map consists of lots of explorable areas which are connected to each other and are part of the main story, you can go back to most of these areas after you've unlocked them. There's a variety of collectibles, challenges and optional tombs available in these areas which give you xp to earn more skills or unlock upgrades for your weapons.Combat can be as challenging or as easy as you want with the three difficulty options. There are four different weapon types, pistol, machine gun, shotgun and bow. There's also dodges and counters for close range combat.Overall it's a fun, sometimes over the top ridiculous casual action adventure game with some historical elements to it that I can recommend to anyone if you are interested in the title."
5484,greenbaboon,https://steamcommunity.com/id/poopiepoop123/,1,,1,8.9,December,"21,",110,0,1,good but short
5485,mia<3,https://steamcommunity.com/profiles/76561198119044286/,1,,1,26.9,December,"21,",160,0,1,it is just such a good game
5486,Ender,https://steamcommunity.com/id/Enderwigim/,1,,1,10.0,December,"21,",207,0,1,"Recien he terminado el juego, sin tomarme mucho tiempo en explorar la isla. El juego es fantastico y el crecimiento de Lara se nota. A pesar de ser un juego de 2013 se sigue viendo increible."
5487,ZataraV.ttv,https://steamcommunity.com/id/ZataraV/,1,,1,26.7,December,"20,",289,0,1,My favorite tomb raider game so far.
5488,SovietNutSac,https://steamcommunity.com/profiles/76561198801163188/,1,,1,16.4,December,"19,",85,0,1,yes
5489,Crest,https://steamcommunity.com/id/DriedOutPotato/,1,,1,16.7,December,"18,",166,0,1,"Animations looking funny here and there and some scripted scenes that feel very out of place, not letting you get the kill. Other than that it's a must-have."
5490,summersky09,https://steamcommunity.com/id/summersky09/,1,,1,26.0,December,"17,",237,0,1,It has a good story.
5491,NighTom,https://steamcommunity.com/profiles/76561198177798543/,1,,1,16.5,December,"17,",139,0,1,Nice reboot.
5492,Freddy Krueger,https://steamcommunity.com/id/FreddyKrueger21/,1,1,1,26.6,December,"12,","2,781",0,1,I think i'm in love
5493,Lady Jenna of Korea,https://steamcommunity.com/profiles/76561198058469781/,1,,1,8.2,December,"11,","1,134",0,1,Great game that looks wonderful and gameplay you can easily get into. definitely recommend!
5494,MadgerBadger,https://steamcommunity.com/profiles/76561198244930428/,1,,1,22.2,December,"10,",159,0,1,"I adore this game, completed it twice because it's overwhelmingly good!"
5495,Drames,https://steamcommunity.com/profiles/76561198272671329/,1,,1,10.5,December,"8,",38,0,1,bloody great game
5496,pfrladj,https://steamcommunity.com/id/pfrladj1/,1,,1,19.4,December,"4,",83,0,1,Great game
5497,Arcane Analyst,https://steamcommunity.com/id/thearcaneanalyst/,1,,1,21.5,December,"13,",35,0,1,What a thrilling experience. Tomb Raider was so much more than what I expected it to be. After a certain time in the game you get completely immersed in the island. It almost feels like home and you start enjoying the craziness and randomness of the island. I would recommend this game to anyone who wants an immersive experience and to embark on a journey with Lara Croft. Thanks for the amazing effort in bringing such a game to us. The story is very intriguing as well and that's a hard thing to craft.
5498,chaser,https://steamcommunity.com/id/oversnowing/,1,1,1,13.9,December,"8,","1,755",0,1,"The modern Tomb Raider series is often compared to the Uncharted franchise. For good reason too. They're action adventure games based around exploring historical or fantasy settings. Having recently played through the Uncharted games, I decided to give the first Crystal Dynamic's Tomb Raider game a chance.And honestly, Tomb Raider compares quite well. For a game from 2013, Tomb Raider plays great and looks stunning to this day. While Uncharted has stronger characters and much better writing, Tomb Raider's environments, combat and action sequences rival the best of the Uncharted series imo.Gameplay wise, Tomb Raider is fantastic. I found all the weapons to be fun to use, other than the shotgun which felt useless in 90% of scenarios. The movement and traversal is near perfect. The island and most of its settings are stunning and the game features plenty of high octane action sequences and gameplay sections throughout its runtime. Highly recommended."
5499,Mattved,https://steamcommunity.com/id/mattved/,1,,1,21.8,December,"8,",428,0,1,"Awesome graphics for console games of the time. The game pulls you into the atmosphere and you get truly involved in the story. While you can run through the game without actually seeing any tombs, they have a lot to offer in terms of creatively constructed logical problems and the amount of XP they provide. The story comes through the game as well as set of primary (relics) and secondary (documents) evidence that completes player's full understanding of it. Not all relics make sense, though.Unfortunately, the quirks of console games like movement assist and location-triggered actions are still present and make it really weird. Sometimes. And with the way the game triggers audio events, you might get annoyed of certain lines. Just don't get stuck anywhere for too long and you will probably like it. Finally, as of December 2019, there is a bug with a research base relic, which will prevent you from reaching the ultimate achievement -..-I also had issues locating the enemies attacking me, sometimes. But that's me."
5500,RobertAkaYeti,https://steamcommunity.com/id/RobertAkaYeti/,1,,1,14.6,December,"3,",158,0,1,"rich story, nice gameplay, love the camera movement, played this in 2019 and i'm relly satisfied, really recommend it! so good"
5501,Juanton_cc,https://steamcommunity.com/id/juantonqwerty/,1,,1,3.0,December,"3,",245,0,1,Issa good game
5502,Prophet,https://steamcommunity.com/profiles/76561198059754051/,2,,1,15.6,December,"3,","1,336",0,1,"I had tremendous fun with this game. As an adventure game, it's brilliant, captivating, immersive, and you just can't stop playing. Of course, it's impossible not to think about the number of times Lara should have broken her spine and fractured every single bone in her body, but some things you just let slide.However, as a Tomb Raider game... what the hell is this? It's so much different than any of the previous installments in pretty much every aspect. Even the tombs in this game are almost all optional. It would be okay to explore them on your own how you see fit, there's just one problem: let's just say (without too many spoilers, I hope) that in this game Lara has got a lot on her hands as it is, and she's always in a hurry, trying to survive. To think that she would take five from the VERY pressing issues she's facing and go explore a tomb of two for a change is just so freaking stupid it makes no sense to me. The best (worst) part, though, was Lara's very own words: ""I hate tombs"". When why the #%#@#$%^ are you even raiding them for christsakes...?!! Come to think of it, Lara Croft has become a lot more softer and fragile compared to the sexy badass she used to be in previous games.Anyhow. The whole gameplay is very different. What was once a puzzle-oriented actual tomb-raiding franchise is now a third-person shooter with heavy gunplay and psychotic human enemies. Sure, the climbing mechanics are still there, some tombs (which Lara now hates) also, but they've all become very linear, at least where the main story is concerned.I gotta say this is quite a bit different that what I was expecting - an action-packed darker, gorier, more cruel and adult-oriented version of Tomb Raider... which is not really a Tomb Raider. But it's an impressive adventure anyway, and once I started looking at this game as a separate universe from its ancestors, the verdict became none other than ""god I love this game"", because there's really so much to love despite what I said. So here's my kinda weird two cents."
5503,Plagué,https://steamcommunity.com/id/Ostmo/,1,,1,19.1,December,"3,",18,0,1,Fun singleplayer game
5504,reez,https://steamcommunity.com/id/princedcat/,1,,1,10.6,December,"1,",34,0,1,Fun
5505,Garides,https://steamcommunity.com/profiles/76561198817052898/,1,,1,22.5,December,"1,",19,0,1,it's fun just a little glitch once but that's aight
5506,Lelik,https://steamcommunity.com/id/lelik_9/,1,,1,42.9,November,"30,",182,0,1,Nice!
5507,ACO.KARI BISKUT,https://steamcommunity.com/id/KazuyaMomohiro/,1,,1,13.8,November,"29,",361,0,1,The game is good.. love the cinematography... the art style... and the storyline
5508,alex.,https://steamcommunity.com/id/envy9898/,1,,1,16.2,December,"3,",86,0,1,"I'm having a good experience until now, the story is great, combat also is very nice and the graphics looks beautiful for a 2013 game .I really recommend this game to you all <3EDIT : I've completed the game , i can say that the game is a masterpiece and i'm gonna play the next games from the series also . JUST PLAY IT ALREADY !"
5509,Alpha_God05,https://steamcommunity.com/id/lewan05/,1,,1,50.7,December,"1,",107,0,1,"Tomb Raider is a fun game to play with all it's action packed moments and challenging discoveries to find through out all the map locations. Tomb Raider has very stunning visuals, for a game made in 2013. I've beat the game once on PlayStation and I plan on doing it again on Steam. I also own it on Epic Games, which I then will play it on there with Rise Of The Tomb & Shadow Of The Tomb Raider that I've got for free."
5510,SEX EDUCATION,https://steamcommunity.com/id/FroindGoodMan/,1,,1,25.0,November,"29,",86,0,1,nice game)))
5511,PhotoHD,https://steamcommunity.com/id/PhotoHD/,1,,1,26.9,November,"29,",71,0,1,Good for creative players. Really immerses the player into the story.
5512,๖໐໐  ღ,https://steamcommunity.com/profiles/76561198206088765/,1,,1,23.2,November,"29,",242,0,1,"Released in 2013 Tomb Raider is about surviving a shipwreck onto an island with your main gal named Lara Croft and this game still holds up graphically especially on max settings. Below I will post Pro's and Con's respectively, go to the bottom for the TLDR!- Story is great as well as characters and how they're developed.- Graphically still beautiful and it's a shame it doesn't have a photo mode.- Runs well for how good it looks too!- The combat and action sequences with the music feel timed right as well as feel great.- Trying to 100% this game can feel a little repetitive but the environment makes exploring feel worth it so just a little complaint there.- Couple of glitches that got me killed and was a little annoying but was pretty funny since at one point I just flew.  Despite a few hiccups with my playthrough I think this game still holds up in every way and I definitely can see why it has two more games after this one. I can't wait to jump into Rise of the Tomb Raider and see how the sequel is. I give this game a 9/10 with everything mentioned above, minimal complaints and an all around solid game. The game is still very beautiful and holds up well and runs great! I had a few minor glitches but other than that the game was perfect, I enjoyed the story and the characters. Action sequences don't feel so forced and just feel very smooth. This game gets a 9/10 from me and I wish I played the series sooner. I highly recommend giving it a shot."
